external_source,0
0.01001001,0.02002002,0.02002002,0.032032032,0.025025025,0.009009009,0,0,0,0.002002002,0,0,0,0,0.006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012012012,0.005005005,0.006006006,0.014014014,0,0,0.005005005,0,0,0.002002002,0.006006006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002002002,0.005005005,0.019019019,0.007007007,0.02002002,0.005005005,0.011011011,0.003003003,0.023023023,0.012012012,0.025025025,0,0.001001001,0.007007007,0,0.003003003,0,0.017017017,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063063063,0,0,0.018018018,0.017017017,0.02002002,0.014014014,0.027027027,0.003003003,0.003003003,0.01001001,0.006006006,0.005005005,0.035035035,0.01001001,0.003003003,0.006006006,0.001001001,0.006006006,0.002002002,0,0.007007007
0.031031031,0.031031031,0.002002002,0.044044044,0.032032032,0.012012012,0.004004004,0.006006006,0,0,0,0,0.001001001,0,0.001001001,0.004004004,0,0,0,0,0,0,0,0,0,0,0.002002002,0,0.009009009,0.005005005,0.001001001,0.01001001,0.001001001,0,0.004004004,0,0.007007007,0,0.008008008,0,0.002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001001,0.002002002,0.002002002,0.01001001,0.006006006,0.006006006,0.012012012,0.003003003,0.017017017,0.006006006,0.022022022,0.006006006,0.017017017,0,0.002002002,0.016016016,0.003003003,0.006006006,0.001001001,0.008008008,0,0,0.001001001,0,0.001001001,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0.073073073,0,0.001001001,0.014014014,0.018018018,0.019019019,0.005005005,0.03003003,0.01001001,0.017017017,0.024024024,0.002002002,0.006006006,0.015015015,0.011011011,0.006006006,0.007007007,0.008008008,0.007007007,0.006006006,0.002002002,0.003003003
0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005005005,0.001001001,0,0.002002002,0,0.001001001,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005005005,0.004004004,0.006006006,0.002002002,0.006006006,0.012012012,0.009009009,0.001001001,0.006006006,0.012012012,0.015015015,0.005005005,0.017017017,0,0,0.007007007,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165165165,0,0.006006006,0.029029029,0.009009009,0.028028028,0.008008008,0.021021021,0.005005005,0.011011011,0.031031031,0.004004004,0.005005005,0.04004004,0.008008008,0.011011011,0.001001001,0.006006006,0.003003003,0.001001001,0.003003003,0.001001001
0,0.005005005,0.004004004,0.001001001,0.003003003,0.005005005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0.001001001,0.001001001,0.002002002,0.001001001,0,0,0,0.004004004,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0.002002002,0.001001001,0.005005005,0.008008008,0.006006006,0.01001001,0.008008008,0.012012012,0.009009009,0.016016016,0.016016016,0.011011011,0.002002002,0,0.004004004,0,0.005005005,0,0,0.002002002,0.001001001,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171171171,0,0.01001001,0.038038038,0.012012012,0.032032032,0.011011011,0.039039039,0.002002002,0.024024024,0.021021021,0.006006006,0.008008008,0.031031031,0.016016016,0.004004004,0.005005005,0.001001001,0.007007007,0.004004004,0,0
0,0.001001001,0.001001001,0.021021021,0.031031031,0.031031031,0.019019019,0.022022022,0.025025025,0.014014014,0.001001001,0.012012012,0.011011011,0.006006006,0,0.001001001,0,0,0,0,0.001001001,0,0,0,0,0,0.003003003,0,0.001001001,0.002002002,0,0.005005005,0.003003003,0,0,0,0,0.003003003,0,0,0.001001001,0,0.005005005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004004004,0.002002002,0.006006006,0.005005005,0.004004004,0.003003003,0.001001001,0.001001001,0.009009009,0.006006006,0.018018018,0,0.008008008,0,0,0.009009009,0,0,0,0.01001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116116116,0,0.001001001,0.036036036,0.012012012,0.014014014,0.011011011,0.019019019,0.002002002,0.01001001,0.039039039,0.002002002,0.003003003,0.016016016,0.014014014,0.012012012,0,0,0.002002002,0.001001001,0,0
0,0.005005005,0.009009009,0.069069069,0.082082082,0.037037037,0.012012012,0.034034034,0.023023023,0.053053053,0.003003003,0.014014014,0.04004004,0.043043043,0.021021021,0.002002002,0,0,0,0,0.001001001,0,0,0,0,0,0,0,0.005005005,0,0.001001001,0.003003003,0,0,0.002002002,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001001,0.001001001,0.003003003,0,0.006006006,0.003003003,0.003003003,0.009009009,0.003003003,0.004004004,0.003003003,0.01001001,0,0.006006006,0.007007007,0,0,0,0.003003003,0.002002002,0,0,0,0,0,0,0.002002002,0,0,0,0,0,0,0,0,0,0,0.042042042,0,0.005005005,0.005005005,0.005005005,0.013013013,0.007007007,0.017017017,0.006006006,0.001001001,0.02002002,0.003003003,0.002002002,0.007007007,0,0.002002002,0.008008008,0.001001001,0,0.001001001,0.001001001,0
0,0.005005005,0.002002002,0.021021021,0.047047047,0.032032032,0.007007007,0.02002002,0.013013013,0.031031031,0,0.003003003,0.017017017,0.039039039,0.007007007,0.003003003,0,0.002002002,0,0,0,0,0,0,0,0,0.005005005,0,0.007007007,0,0.003003003,0.009009009,0.008008008,0,0.009009009,0,0,0,0.001001001,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004004004,0.002002002,0,0.001001001,0.012012012,0,0.011011011,0.006006006,0.004004004,0,0.015015015,0,0,0.008008008,0,0,0.002002002,0.007007007,0.001001001,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082082082,0,0.004004004,0.028028028,0.011011011,0.01001001,0.005005005,0.03003003,0.001001001,0.01001001,0.025025025,0,0.003003003,0.023023023,0.005005005,0.001001001,0.008008008,0.004004004,0.002002002,0,0,0.001001001
0.002002002,0.008008008,0.013013013,0.085085085,0.062062062,0.067067067,0.004004004,0.04004004,0.011011011,0.035035035,0.009009009,0.005005005,0.034034034,0.028028028,0.055055055,0.008008008,0,0,0,0,0,0,0,0.001001001,0,0,0,0,0.009009009,0.002002002,0,0.003003003,0.001001001,0,0.009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002002002,0.001001001,0.003003003,0.004004004,0.002002002,0.005005005,0,0.013013013,0.001001001,0.016016016,0.003003003,0.002002002,0.002002002,0,0.001001001,0.002002002,0,0.002002002,0.001001001,0,0,0,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0.028028028,0,0.003003003,0.009009009,0.004004004,0.007007007,0.004004004,0.01001001,0.003003003,0.004004004,0.005005005,0.002002002,0.004004004,0.022022022,0.011011011,0.002002002,0.002002002,0.003003003,0,0,0,0
0,0,0,0.004004004,0.016016016,0.009009009,0.021021021,0.012012012,0.005005005,0.004004004,0,0.001001001,0,0.002002002,0.003003003,0,0,0,0,0,0,0,0,0,0.003003003,0,0.003003003,0,0.012012012,0.001001001,0.002002002,0.004004004,0.002002002,0.005005005,0.003003003,0,0.001001001,0.001001001,0.002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001001,0.001001001,0.002002002,0.012012012,0.004004004,0.008008008,0.01001001,0.003003003,0.012012012,0.01001001,0.027027027,0.001001001,0.009009009,0,0,0.006006006,0.002002002,0,0,0.006006006,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094094094,0,0.004004004,0.014014014,0.005005005,0.026026026,0.015015015,0.044044044,0.004004004,0.01001001,0.031031031,0.003003003,0.01001001,0.028028028,0.004004004,0.012012012,0.01001001,0.001001001,0.004004004,0,0.007007007,0.003003003
0.001001001,0.025025025,0.007007007,0.092092092,0.104104104,0.086086086,0.007007007,0.051051051,0.005005005,0.041041041,0,0.008008008,0.03003003,0.016016016,0.078078078,0.017017017,0.003003003,0,0,0.003003003,0.003003003,0,0,0,0,0,0,0,0.01001001,0,0.001001001,0.002002002,0.002002002,0,0.002002002,0,0.002002002,0,0,0,0,0,0.005005005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004004004,0.002002002,0.003003003,0.002002002,0,0,0.006006006,0.005005005,0.001001001,0.004004004,0.004004004,0.009009009,0.007007007,0,0.002002002,0.002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009009009,0,0,0.007007007,0.001001001,0.005005005,0.002002002,0.005005005,0.003003003,0.003003003,0.009009009,0.009009009,0.001001001,0.005005005,0.004004004,0.004004004,0.001001001,0.003003003,0,0.004004004,0,0
0,0.002002002,0.005005005,0.013013013,0.01001001,0.006006006,0,0.002002002,0.002002002,0.005005005,0.115115115,0,0,0.002002002,0.27027027,0.163163163,0.002002002,0.006006006,0,0.041041041,0.057057057,0,0.001001001,0.005005005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004004004,0,0,0.002002002,0,0,0,0,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004004004,0.001001001,0.003003003,0.02002002,0.008008008,0.007007007,0.009009009,0,0.008008008,0.009009009,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0.002002002,0.004004004,0.004004004,0,0.003003003,0.002002002,0.004004004,0,0.002002002,0,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0.005005005,0.005005005,0.016016016,0.004004004,0.008008008,0.005005005,0.008008008,0.009009009,0.002002002,0.012012012,0.006006006,0.019019019,0,0,0.006006006,0.003003003,0.001001001,0,0.009009009,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142142142,0,0,0.026026026,0.012012012,0.016016016,0.008008008,0.058058058,0,0.01001001,0.031031031,0.001001001,0.008008008,0.027027027,0.003003003,0.001001001,0.003003003,0.001001001,0.002002002,0,0.001001001,0
0.002002002,0.011011011,0.027027027,0.103103103,0.102102102,0.086086086,0.005005005,0.049049049,0.008008008,0.044044044,0.004004004,0.011011011,0.024024024,0.031031031,0.081081081,0.021021021,0,0.007007007,0,0,0.004004004,0,0,0,0,0,0,0,0.002002002,0,0.005005005,0.001001001,0,0,0,0,0,0,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0.002002002,0.002002002,0.008008008,0,0.004004004,0.003003003,0.007007007,0.004004004,0.009009009,0.004004004,0,0.005005005,0,0.002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014014014,0,0,0,0.005005005,0.009009009,0.002002002,0.002002002,0.005005005,0.001001001,0.007007007,0,0.001001001,0.001001001,0,0,0.005005005,0.002002002,0.001001001,0.001001001,0,0
0.002002002,0.002002002,0.005005005,0.07007007,0.064064064,0.034034034,0.012012012,0.055055055,0.023023023,0.037037037,0,0.01001001,0.034034034,0.026026026,0.033033033,0.002002002,0.003003003,0,0,0,0,0,0,0,0,0,0.001001001,0,0.003003003,0.001001001,0,0.008008008,0.002002002,0,0.005005005,0,0.002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005005005,0.003003003,0.008008008,0.009009009,0.004004004,0,0.011011011,0.002002002,0.021021021,0.006006006,0.008008008,0,0.002002002,0.01001001,0,0,0,0.007007007,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03003003,0,0.001001001,0.009009009,0.001001001,0.012012012,0.011011011,0.028028028,0.007007007,0.015015015,0.013013013,0.004004004,0.006006006,0.006006006,0.002002002,0.001001001,0.006006006,0.002002002,0.005005005,0,0,0.004004004
0,0,0,0.003003003,0.01001001,0.008008008,0.001001001,0.021021021,0.002002002,0.027027027,0,0.004004004,0.016016016,0.045045045,0.018018018,0.037037037,0.097097097,0.031031031,0.008008008,0.128128128,0.087087087,0.006006006,0.002002002,0.045045045,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001001,0,0,0,0.007007007,0,0,0.013013013,0,0,0.01001001,0,0,0,0.004004004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002002002,0.003003003,0,0,0.001001001,0.002002002,0.005005005,0.003003003,0.009009009,0,0,0,0.004004004,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0,0,0,0.002002002,0,0.004004004,0.001001001,0.001001001,0.002002002,0,0,0.005005005,0,0,0.002002002,0,0,0,0.003003003,0
0,0,0,0.002002002,0.008008008,0.014014014,0.002002002,0.017017017,0.001001001,0.01001001,0,0.001001001,0.017017017,0.037037037,0.01001001,0.038038038,0.087087087,0.045045045,0.003003003,0.135135135,0.135135135,0.001001001,0.001001001,0.042042042,0,0,0,0,0.002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003,0.007007007,0,0,0.014014014,0.001001001,0,0.018018018,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001001,0,0,0.003003003,0.004004004,0.004004004,0,0.004004004,0.004004004,0.009009009,0,0,0.004004004,0,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004004004,0.001001001,0.001001001,0.001001001,0,0.003003003,0,0.003003003,0.005005005,0,0.001001001,0.001001001,0.002002002,0.001001001,0.002002002,0,0
0,0.003003003,0.001001001,0.006006006,0.015015015,0.012012012,0,0.003003003,0.008008008,0.003003003,0,0,0.02002002,0.045045045,0.002002002,0.01001001,0.074074074,0.073073073,0.017017017,0.053053053,0.077077077,0,0.001001001,0.049049049,0,0,0.003003003,0,0.004004004,0,0,0,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0.003003003,0,0.002002002,0,0,0.007007007,0,0,0.004004004,0,0,0,0.009009009,0,0.002002002,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001001,0,0,0,0.004004004,0.011011011,0.008008008,0.015015015,0.017017017,0.004004004,0,0.004004004,0,0,0.005005005,0,0,0,0,0,0.002002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004004004,0,0.001001001,0,0,0.001001001,0.007007007,0.014014014,0.005005005,0.001001001,0.004004004,0,0.001001001,0.01001001,0.01001001,0.004004004,0.004004004,0.002002002,0.005005005,0,0.003003003,0
0,0,0,0,0,0,0,0,0,0.003003003,0,0,0.001001001,0.004004004,0.005005005,0.005005005,0.017017017,0.022022022,0.005005005,0.049049049,0.157157157,0.02002002,0.032032032,0.116116116,0,0,0,0,0,0,0,0,0,0.001001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001001,0.002002002,0.004004004,0.001001001,0.005005005,0.001001001,0,0,0.009009009,0.017017017,0,0,0.043043043,0,0,0.031031031,0,0,0,0.032032032,0,0.001001001,0,0.031031031,0,0.006006006,0,0,0,0.004004004,0,0,0,0,0,0,0,0.001001001,0,0,0,0,0,0.002002002,0,0,0,0.001001001,0.003003003,0,0,0,0,0,0,0,0.003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
